"scientific_name","taxonomy_id","entry_counts","rank","domain","virus_genome","virus_strand","virus_strand_sense","virus_capsid","virus_capsid_symmetry","pathogen","pathogen_host","volunteer_name","source","reference"
"Lactococcus phage BK5-T",31754,2,"no_rank","Virus","DNA","ds","","Incongruent","Icosahedral","Incongruent","Bacteria","Anastassiya Skripchenko Alleyah Hanson","TMD","Boyce, J. D., et al. “Sequence Analysis of the Lactococcus Lactis Temperate Bacteriophage BK5-T and Demonstration That the Phage DNA Has Cohesive Ends.” Applied and Environmental Microbiology, vol. 61, no. 11, Nov. 1995, pp. 4089–98.

---. “Spontaneous Deletion Mutants of the Lactococcus Lactis Temperate Bacteriophage BK5-T and Localization of the BK5-T AttP Site.” Applied and Environmental Microbiology, vol. 61, no. 11, Nov. 1995, pp. 4105–09.

Lactococcus Phage BK5-T. https://www.genome.jp/virushostdb/31754. Accessed 26 Apr. 2020.

Mahanivong, Chitladda, et al. “Sequence Analysis and Molecular Characterization of the Lactococcus Lactis Temperate Bacteriophage BK5-T.” Applied and Environmental Microbiology, vol. 67, no. 8, Aug. 2001, pp. 3564–76. aem.asm.org, doi:10.1128/AEM.67.8.3564-3576.2001.

Spinelli, Silvia, et al. “Lactococcal Bacteriophage P2 Receptor-Binding Protein Structure Suggests a Common Ancestor Gene with Bacterial and Mammalian Viruses.” Nature Structural & Molecular Biology, vol. 13, no. 1, Jan. 2006, pp. 85–89. www.nature.com, doi:10.1038/nsmb1029. Mahanivong, Chitladda, et al. “Sequence Analysis and Molecular Characterization of the Lactococcus Lactis Temperate Bacteriophage BK5-T.” Applied and Environmental Microbiology, vol. 67, no. 8, Aug. 2001, pp. 3564–76. PubMed Central, doi:10.1128/AEM.67.8.3564-3576.2001."
"Lactococcus lactis phage US3",31755,2,"species","Virus","DNA","ds","","Incongruent","Icosahedral","Incongruent","Bacteria","Alleyah Hanson Anastassiya Skripchenko","TMD","Samson, Julie E., and Sylvain Moineau. “Characterization of Lactococcus Lactis Phage 949 and Comparison with Other Lactococcal Phages.” Applied and Environmental Microbiology, vol. 76, no. 20, Oct. 2010, pp. 6843–52. PubMed Central, doi:10.1128/AEM.00796-10. McCabe, Orla, et al. “The Targeted Recognition of Lactococcus Lactis Phages to Their Polysaccharide Receptors.” Molecular Microbiology, vol. 96, no. 4, 2015, pp. 875–86. Wiley Online Library, doi:10.1111/mmi.12978.

Oriani, Maria Raquel de Godoy, and Fumio Yokoya. “Lactococcus Bacteriophages Isolated from Whey and Their Effects on Commercial Lactic Starters.” Brazilian Archives of Biology and Technology, vol. 47, no. 4, Aug. 2004, pp. 559–68. SciELO, doi:10.1590/S1516-89132004000400009.

Spinelli, Silvia, et al. “Lactococcal Bacteriophage P2 Receptor-Binding Protein Structure Suggests a Common Ancestor Gene with Bacterial and Mammalian Viruses.” Nature Structural & Molecular Biology, vol. 13, no. 1, Jan. 2006, pp. 85–89. www.nature.com, doi:10.1038/nsmb1029."
"Fromanvirus L5",31757,2,"species","Virus","DNA","ds","","Naked","Icosahedral","Incongruent","Bacteria","Anastassiya Skripchenko Alleyah Hanson","TMD","Dedrick, Rebekah M., et al. “Expression and Evolutionary Patterns of Mycobacteriophage D29 and Its Temperate Close Relatives.” BMC Microbiology, vol. 17, no. 1, Dec. 2017, p. 225. BioMed Central, doi:10.1186/s12866-017-1131-2.

Fromanvirus ~ ViralZone Page. https://viralzone.expasy.org/513. Accessed 26 Apr. 2020.

Fu, Xiaoyan, et al. “Mycobacteriophages: An Important Tool for the Diagnosis of Mycobacterium Tuberculosis (Review).” Molecular Medicine Reports, vol. 12, no. 1, July 2015, pp. 13–19. www.spandidos-publications.com, doi:10.3892/mmr.2015.3440.

Hatfult, Graham F., and Gary J. Sarkis. “DNA Sequence, Structure and Gene Expression of Mycobacteriophage L5: A Phage System for Mycobacterial Genetics.” Molecular Microbiology, vol. 7, no. 3, 1993, pp. 395–405. Wiley Online Library, doi:10.1111/j.1365-2958.1993.tb01131.x.

Mycobacterium Virus L5. https://www.genome.jp/virushostdb/31757. Accessed 26 Apr. 2020.

Taxonomy Browser (Mycobacterium Virus L5). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=0&id=31757. Accessed 26 Apr. 2020. Fromanvirus ~ ViralZone Page. https://viralzone.expasy.org/513?outline=all_by_species. Accessed 26 Apr. 2020."
"Pseudomonas phage phiPLS27",31759,2,"species","Virus","DNA","ds","","Incongruent","Icosahedral","Yes","Bacteria","Anastassiya Skripchenko Alleyah Hanson","TMD","King, Andrew M. Q., et al., editors. “Family - Podoviridae.” Virus Taxonomy, Elsevier, 2012, pp. 63–85. ScienceDirect, doi:10.1016/B978-0-12-384684-6.00003-3.

King, Andrew MQ, et al. Virus Taxonomy: Ninth Report of the International Committee on Taxonomy of Viruses. Elsevier, 2011.

Pseudomonas Phage PhiPLS27. https://www.uniprot.org/taxonomy/31759. Accessed 26 Apr. 2020.

Taxonomy Browser (Pseudomonas Phage PhiPLS27). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=31759. Accessed 26 Apr. 2020.

Teseptimavirus ~ ViralZone Page. https://viralzone.expasy.org/518. Accessed 26 Apr. 2020. Pseudomonas Phage PhiPLS27 Phage Protein Gene, Partial Cds. 2, July 2016. NCBI Nucleotide Database, 1015600382, NCBI Nucleotide, http://www.ncbi.nlm.nih.gov/nuccore/AH001319.2.
Taxonomy Browser (Pseudomonas Phage PhiPLS27). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=31759. Accessed 26 Apr. 2020."
"Colitis phage",31760,2,"species","Virus","DNA","Incongruent","","Incongruent","Unknown","Yes","Bacteria Human","Anastassiya Skripchenko Alleyah Hanson","TMD","“A Mouse Model of Colitis Shows the Relevance on Intestinal Inflammation.” Gut Microbiota for Health, 27 Sept. 2018, https://www.gutmicrobiotaforhealth.com/a-mouse-model-of-colitis-shows-the-relevance-of-phages-on-intestinal-inflammation/.

Duerkop, Breck A., et al. “Murine Colitis Reveals a Disease-Associated Bacteriophage Community.” Nature Microbiology, vol. 3, no. 9, Sept. 2018, pp. 1023–31. PubMed Central, doi:10.1038/s41564-018-0210-y.

Gogokhia, Lasha, et al. “Expansion of Bacteriophages Is Linked to Aggravated Intestinal Inflammation and Colitis.” Cell Host & Microbe, vol. 25, no. 2, 13 2019, pp. 285-299.e8. PubMed, doi:10.1016/j.chom.2019.01.008.

Sausset, R., et al. “New Insights into Intestinal Phages.” Mucosal Immunology, vol. 13, no. 2, Mar. 2020, pp. 205–15. www.nature.com, doi:10.1038/s41385-019-0250-5.

Zuo, Tao, et al. “Gut Mucosal Virome Alterations in Ulcerative Colitis.” Gut, vol. 68, no. 7, July 2019, pp. 1169–79. gut.bmj.com, doi:10.1136/gutjnl-2018-318131. Cohen, Louis J. “Phages Trump Bacteria in Immune Interactions.” Science Translational Medicine, vol. 11, no. 481, Feb. 2019. stm.sciencemag.org, doi:10.1126/scitranslmed.aaw5331."
"Eimeria nieschulzi virus",31761,2,"species","Virus","RNA","ds","","Incongruent","Unknown","Yes","Animal","Anastassiya Skripchenko Alleyah Hanson","TMD","Chen, Hong, et al. “Development of Eimeria Nieschulzi (Coccidia, Apicomplexa) Gamonts and Oocysts in Primary Fetal Rat Cells.” Journal of Parasitology Research, vol. 2013, 2013. PubMed Central, doi:10.1155/2013/591520.

Eimeria Nieschulzi Virus. https://www.uniprot.org/taxonomy/31761. Accessed 26 Apr. 2020.

Europe PMC. https://europepmc.org/article/med/8008024. Accessed 26 Apr. 2020.

Taxonomy Browser (Eimeria Nieschulzi Virus). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=31761&lvl=3&lin=f&keep=1&srchmode=1&unlock. Accessed 26 Apr. 2020.

Wu, Bin, et al. “Eimeria Tenella: A Novel DsRNA Virus in E. Tenella and Its Complete Genome Sequence Analysis.” Virus Genes, vol. 52, no. 2, Apr. 2016, pp. 244–52. DOI.org (Crossref), doi:10.1007/s11262-016-1295-0. Europe PMC. https://europepmc.org/article/med/21184756. Accessed 26 Apr. 2020.
Roditi, I., et al. “Virus-like Particles in Eimeria Nieschulzi Are Associated with Multiple RNA Segments.” Molecular and Biochemical Parasitology, vol. 63, no. 2, Feb. 1994, pp. 275–82. PubMed, doi:10.1016/0166-6851(94)90063-9.
Taxonomy Browser (Eimeria Nieschulzi Virus). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=31761&lvl=3&lin=f&keep=1&srchmode=1&unlock. Accessed 26 Apr. 2020."
"Sendai virus (strain Nagoya)",317654,3,"no_rank","Virus","RNA","ss","Negative_strand","Enveloped","Helical","Yes","Animal","Afrin Ansary Adrian David Aguilar Adriana Kaganovski","TMD","-University, © Stanford, et al. Sendai Virus Fact Sheet – Stanford Environmental Health & Safety. https://ehs.stanford.edu/reference/sendai-virus-fact-sheet. Accessed 9 Aug. 2020.

-Gelderblom, Hans R. “Structure and Classification of Viruses.” Medical Microbiology, edited by Samuel Baron, 4th ed., University of Texas Medical Branch at Galveston, 1996. PubMed, http://www.ncbi.nlm.nih.gov/books/NBK8174/.

-P/V/C - Protein C’ - Sendai Virus (Strain Nagoya) (SeV) - P/V/C Gene & Protein. https://www.uniprot.org/uniprot/P69738. Accessed 9 Aug. 2020. Faísca, P., and D. Desmecht. “Sendai Virus, the Mouse Parainfluenza Type 1: A Longstanding Pathogen That Remains up-to-Date.” Research in Veterinary Science, vol. 82, no. 1, Feb. 2007, pp. 115–25. ScienceDirect, doi:10.1016/j.rvsc.2006.03.009. Park, Arnold, et al. “Sendai Virus, an RNA Virus with No Risk of Genomic Integration, Delivers CRISPR/Cas9 for Efficient Gene Editing.” Molecular Therapy. Methods & Clinical Development, vol. 3, Aug. 2016, p. 16057. PubMed Central, doi:10.1038/mtm.2016.57."
"Salmonid herpesvirus 2",31771,3,"no_rank","Virus","DNA","ds","","Incongruent","Incongruent","Yes","Animal","NA Eleonora Achrak Ayesha Ranjha","TMD","NA Yoshimizu, M., H. Fukuda, T. Sano, and T. Kimura. “Salmonid Herpesvirus 2. Epizootiology and Serological Relationship.” Veterinary Research 26, no. 5–6 (1995): 486–92

Davison, Andrew J. “The Genome of Salmonid Herpesvirus 1.” Journal of Virology 72, no. 3 (March 1998): 1974–82 Yoshimizu, M., et al. “Salmonid Herpesvirus 2. Epizootiology and Serological Relationship.” Veterinary Research, vol. 26, no. 5–6, 1995, pp. 486–92.

Davison, Andrew J. “The Genome of Salmonid Herpesvirus 1.” Journal of Virology, vol. 72, no. 3, Mar. 1998, pp. 1974–82.

McElwee, Marion, et al. “Structure of the Herpes Simplex Virus Portal-Vertex.” PLOS Biology, vol. 16, no. 6, June 2018, p. e2006191. PLoS Journals, doi:10.1371/journal.pbio.2006191."
"Human enterovirus 95",318573,1,"no_rank","Virus","RNA","ss","Positive_strand","Naked","Icosahedral","Yes","Human","Ethan Samuel Lin","TMD","Enterovirus ~ ViralZone Page. https://viralzone.expasy.org/97?outline=all_by_species. Accessed 8 Sept. 2020."
"Humpty doo virus",318840,2,"no_rank","Virus","Incongruent","Unknown","Unknown","Unknown","","Incongruent","Animal","Dilara Portelli Deepshikha Kewlani","TMD","Coffey, Lark L., et al. “Enhanced Arbovirus Surveillance with Deep Sequencing: Identification of Novel Rhabdoviruses and Bunyaviruses in Australian Mosquitoes.” Virology, vol. 448, Jan. 2014, pp. 146–58. PubMed, doi:10.1016/j.virol.2013.09.026.

Humpty Doo Virus Strain CS 79 Polymerase MRNA, Partial Cds. July 2016. NCBI Nucleotide Database, 71842363, NCBI Nucleotide, http://www.ncbi.nlm.nih.gov/nuccore/AY854643.1.

StandJast, H. A., et al. “Isolation of Arboviruses from Insects Collected at Beatrice Hill, Northern Territory of Australia, 1974?1976.” Australian Journal of Biological Sciences, vol. 37, no. 6, 1984, pp. 351–66. www.publish.csiro.au, doi:10.1071/bi9840351. n/a"
"Malignant histiocytosis sarcoma virus",31917,3,"species","Virus","DNA","ds","","Incongruent","Unknown","Yes","Animal Human","NA Ayesha Ranjha Eleonora Achrak","TMD","NA Friel, J., et al. “The Malignant Histiocytosis Sarcoma Virus, a Recombinant of Harvey Murine Sarcoma Virus and Friend Mink Cell Focus-Forming Virus, Has Acquired Myeloid Transformation Specificity by Alterations in the Long Terminal Repeat.” Journal of Virology, vol. 64, no. 1, Jan. 1990, pp. 369–78.

Nikitina, Ekaterina, et al. “Monocytes and Macrophages as Viral Targets and Reservoirs.” International Journal of Molecular Sciences, vol. 19, no. 9, Sept. 2018. PubMed Central, doi:10.3390/ijms19092821. Panoskaltsis-Mortari, A., R. M. Egeler, T. M. Yaeger, S. Yoneji, L. Schmitz, F. Lilly, M. E. Nesbit, and B. R. Blazar. “Genetic and Immunological Parameters Governing in Vivo Susceptibility/Resistance to Retrovirally Induced Murine Malignant Histiocytosis.” Journal of Leukocyte Biology 64, no. 4 (October 1998): 441–50. https://doi.org/10.1002/jlb.64.4.441

Friel, J., D. Hughes, I. Pragnell, C. Stocking, C. Laker, J. Nowock, W. Ostertag, and R. A. Padua. “The Malignant Histiocytosis Sarcoma Virus, a Recombinant of Harvey Murine Sarcoma Virus and Friend Mink Cell Focus-Forming Virus, Has Acquired Myeloid Transformation Specificity by Alterations in the Long Terminal Repeat.” Journal of Virology 64, no. 1 (January 1990): 369–78"
"unidentified retrovirus",31931,3,"species","Virus","RNA","ss","","Enveloped","Incongruent","Yes","Animal Human","NA Eleonora Achrak Ayesha Ranjha","TMD","NA Hayward, Alexander, Charlie K. Cornwallis, and Patric Jern. “Pan-Vertebrate Comparative Genomics Unmasks Retrovirus Macroevolution.” Proceedings of the National Academy of Sciences of the United States of America 112, no. 2 (January 13, 2015): 464–69. https://doi.org/10.1073/pnas.1414980112 “Retrovirus.” Wikipedia, 13 Apr. 2020. Wikipedia, https://en.wikipedia.org/w/index.php?title=Retrovirus&oldid=950713395.

Ako-Adjei, Danso, et al. “The Retroviral Capsid Domain Dictates Virion Size, Morphology, and Coassembly of Gag into Virus-Like Particles.” Journal of Virology, vol. 79, no. 21, Nov. 2005, pp. 13463–72. jvi.asm.org, doi:10.1128/JVI.79.21.13463-13472.2005."
"Dubowvirus dv69",320834,2,"species","Virus","Incongruent","Incongruent","Unknown","Unknown","","Incongruent","Human","Avrosina Kamel Ariadna Vanegas-Rubio","TMD","Taxonomy Browser (Staphylococcus Virus 69). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=320834. Accessed 29 Nov. 2020. JGI GOLD | Organism. https://gold.jgi.doe.gov/organism?id=Go0081631. Accessed 29 Nov. 2020."
"Duck reovirus strain DRF",321457,3,"no_rank","Virus","RNA","ds","Positive_strand","Naked","Icosahedral","Yes","Animal Human","Sonia Mim Soobin Park Sidorela Reci","TMD","Orthoreovirus ~ ViralZone Page. https://viralzone.expasy.org/105. Accessed 8 Nov. 2020.
Taxonomy Browser (Duck Reovirus Strain DRF). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=321457. Accessed 8 Nov. 2020. Taxonomy Browser (Duck Reovirus Strain DRF). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi. Accessed 8 Nov. 2020.
Virus Pathogen Database and Analysis Resource (ViPR) - Reoviridae - About. https://www.viprbrc.org/brc/aboutPathogen.spg?decorator=reo. Accessed 8 Nov. 2020. Avian Orthoreovirus - an Overview | ScienceDirect Topics. https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/avian-orthoreovirus. Accessed 9 Nov. 2020.

Kozak, Robert A., et al. “Replication and Oncolytic Activity of an Avian Orthoreovirus in Human Hepatocellular Carcinoma Cells.” Viruses, vol. 9, no. 4, Apr. 2017. PubMed Central, doi:10.3390/v9040090.

Orthoreovirus - an Overview | ScienceDirect Topics. https://www.sciencedirect.com/topics/neuroscience/orthoreovirus. Accessed 9 Nov. 2020.

Orthoreovirus ~ ViralZone Page. https://viralzone.expasy.org/105. Accessed 9 Nov. 2020.

Reoviridae ~ ViralZone Page. https://viralzone.expasy.org/104. Accessed 9 Nov. 2020."
"Pilchard herpesvirus",324600,2,"species","Virus","DNA","Incongruent","Unknown","Incongruent","Icosahedral","Yes","Animal","Aisha Abid Alba Trepca","TMD","Crockford, Melanie, et al. “Molecular Detection of a Virus, Pilchard Herpesvirus, Associated with Epizootics in Australasian Pilchards Sardinops Sagax Neopilchardus.” Diseases of Aquatic Organisms, vol. 68, no. 1, Dec. 2005, pp. 1–5. PubMed, doi:10.3354/dao068001. 

https://www.researchgate.net/publication/7308227_Molecular_detection_of_a_virus_Pilchard_herpesvirus_associated_with_epizootics_in_Australasian_pilchards_Sardinops_sagax_neopilchardus Herpesviridae ~ ViralZone Page. https://viralzone.expasy.org/176. Accessed 29 Nov. 2020

Taxonomy Browser (Pilchard Herpesvirus). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=324600&lvl=3&lin=f&keep=1&srchmode=1&unlock. Accessed 29 Nov. 2020.

Whittington, R. J., et al. “Herpesvirus That Caused Epizootic Mortality in 1995 and 1998 in Pilchard, Sardinops Sagax Neopilchardus (Steindachner), in Australia Is Now Endemic.” Journal of Fish Diseases, vol. 31, no. 2, Feb. 2008, pp. 97–105. PubMed, doi:10.1111/j.1365-2761.2007.00869.x"
"Duck circovirus",324685,2,"no_rank","Virus","DNA","ss","Incongruent","Incongruent","Incongruent","Yes","Animal","Gazi Husain Fariha Zinnah","TMD","Circoviridae ~ ViralZone Page. https://viralzone.expasy.org/11. Accessed 12 Sept. 2020.

Hong, Y. T., et al. “Pathogenesis of Duck Circovirus Genotype 1 in Experimentally Infected Pekin Ducks.” Poultry Science, vol. 97, no. 9, Sept. 2018, pp. 3050–57. PubMed, doi:10.3382/ps/pey177. “Circoviridae and Anelloviridae.” Fenner’s Veterinary Virology, Elsevier, 2017, pp. 259–68. DOI.org (Crossref), doi:10.1016/B978-0-12-800946-8.00013-1.

Li, Pengfei, et al. “Rescue of a Duck Circovirus from an Infectious DNA Clone in Ducklings.” Virology Journal, vol. 12, no. 1, May 2015, p. 82. BioMed Central, doi:10.1186/s12985-015-0312-6.

Matczuk, Anna Karolina, et al. “A New Duck Circovirus Sequence, Detected in Velvet Scoter (Melanitta Fusca) Supports Great Diversity among This Species of Virus.” Virology Journal, vol. 12, no. 1, Dec. 2015, p. 121. DOI.org (Crossref), doi:10.1186/s12985-015-0352-y."
"Enterovirus B100",325447,3,"serotype","Virus","RNA","ss","Positive_strand","Naked","Icosahedral","Yes","Animal Human","Riham Islam Rithika Lingala Ryan Feng","TMD","Enterovirus B100 Isolate Env_PAK_Oct14-B100 Capsid Protein Gene, Partial Cds. Nov. 2018. NCBI Nucleotide Database, 1516457002, NCBI Nucleotide, http://www.ncbi.nlm.nih.gov/nuccore/MH084310.1.

Search. https://www.globalbioticinteractions.org/?interactionType=interactsWith&targetTaxon=Enterovirus%20B100. Accessed 28 Dec. 2020.

Oberste, M. Steven, et al. “Molecular Identification of 13 New Enterovirus Types, EV79–88, EV97, and EV100–101, Members of the Species Human Enterovirus B.” Virus Research, vol. 128, no. 1–2, Sept. 2007, pp. 34–42. DOI.org (Crossref), doi:10.1016/j.virusres.2007.04.001.

Modrow, Susanne, et al. “Viruses with Single-Stranded, Positive-Sense RNA Genomes.” Molecular Virology, Aug. 2013, pp. 185–349. PubMed Central, doi:10.1007/978-3-642-20718-1_14. “Genus: Enterovirus - Picornaviridae - Picornavirales.” International Committee on Taxonomy of Viruses (ICTV), https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/picornavirales/w/picornaviridae/681/genus-enterovirus. Accessed 26 Oct. 2020. Enterovirus ~ ViralZone Page. https://viralzone.expasy.org/97?outline=all_by_species. Accessed 22 Oct. 2020.

Li, Chin, et al. “The Efficacy of Viral Capsid Inhibitors in Human Enterovirus Infection and Associated Diseases.” Current Medicinal Chemistry, vol. 14, no. 8, 2007, pp. 847–56. PubMed, doi:10.2174/092986707780363032."
"Human betaherpesvirus 6A",32603,3,"no_rank","Virus","DNA","ds","","Enveloped","Icosahedral","Yes","Human","NA Ayesha Ranjha Eleonora Achrak","TMD","NA “Human Herpesvirus 6.” Wikipedia, 13 Apr. 2020. Wikipedia, https://en.wikipedia.org/w/index.php?title=Human_herpesvirus_6&oldid=950779177. Campadelli-Fiume, Gabriella, Prisco Mirandola, and Laura Menotti. “Human Herpesvirus 6: An Emerging Pathogen.” Emerging Infectious Diseases 5, no. 3 (1999): 353–66. https://doi.org/10.3201/eid0503.990306

“Human Herpesvirus 6.” In Wikipedia, April 13, 2020. https://en.wikipedia.org/w/index.php?title=Human_herpesvirus_6&oldid=950779177"
